hcahps_id,provider_id,hcahps_measure_id,hcahps_question,hcahps_answer_description,hcahps_answer_percent,number_of_completed_surveys,survey_response_rate,footnote,measure_start_date,measure_end_date
F10083,170006,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,300 or more,26,,10/1/12,9/30/13
F100830,170009,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",65,300 or more,32,,10/1/12,9/30/13
F100831,170010,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",9,300 or more,32,,10/1/12,9/30/13
F100832,170012,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",26,300 or more,32,,10/1/12,9/30/13
F100833,170013,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",57,300 or more,32,,10/1/12,9/30/13
F100834,170014,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",25,300 or more,32,,10/1/12,9/30/13
F100835,170016,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",18,300 or more,32,,10/1/12,9/30/13
F100836,170017,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",14,300 or more,32,,10/1/12,9/30/13
F100837,170020,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",86,300 or more,32,,10/1/12,9/30/13
F100838,170023,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",12,300 or more,32,,10/1/12,9/30/13
F100839,170027,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",25,300 or more,32,,10/1/12,9/30/13
F10084,170039,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",6,300 or more,26,,10/1/12,9/30/13
F100840,170040,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",63,300 or more,32,,10/1/12,9/30/13
F100841,170049,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",52,300 or more,32,,10/1/12,9/30/13
F100842,170058,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",15,300 or more,32,,10/1/12,9/30/13
F100843,170068,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",33,300 or more,32,,10/1/12,9/30/13
F100844,17006,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",7,300 or more,32,,10/1/12,9/30/13
F100845,170074,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",64,300 or more,32,,10/1/12,9/30/13
F100846,170075,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",29,300 or more,32,,10/1/12,9/30/13
F100847,170086,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",76,300 or more,38,,10/1/12,9/30/13
F100848,17008,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",10,300 or more,38,,10/1/12,9/30/13
F100849,170094,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",14,300 or more,38,,10/1/12,9/30/13
F10085,170103,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,300 or more,26,,10/1/12,9/30/13
F100850,170104,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",81,300 or more,38,,10/1/12,9/30/13
F100851,170105,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",4,300 or more,38,,10/1/12,9/30/13
F100852,170109,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",15,300 or more,38,,10/1/12,9/30/13
F100853,170110,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",82,300 or more,38,,10/1/12,9/30/13
F100854,170120,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,38,,10/1/12,9/30/13
F100855,170122,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",13,300 or more,38,,10/1/12,9/30/13
F100856,170123,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",73,300 or more,38,,10/1/12,9/30/13
F100857,170133,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",7,300 or more,38,,10/1/12,9/30/13
F100858,170137,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",20,300 or more,38,,10/1/12,9/30/13
F100859,170142,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",72,300 or more,38,,10/1/12,9/30/13
F10086,170145,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",61,300 or more,26,,10/1/12,9/30/13
F100860,170146,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",5,300 or more,38,,10/1/12,9/30/13
F100861,170150,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",23,300 or more,38,,10/1/12,9/30/13
F100862,170166,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",64,300 or more,38,,10/1/12,9/30/13
F100863,170175,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",19,300 or more,38,,10/1/12,9/30/13
F100864,170176,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",17,300 or more,38,,10/1/12,9/30/13
F100865,170182,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",19,300 or more,38,,10/1/12,9/30/13
F100866,170183,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",81,300 or more,38,,10/1/12,9/30/13
F100867,170185,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",12,300 or more,38,,10/1/12,9/30/13
F100868,170186,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",25,300 or more,38,,10/1/12,9/30/13
F100869,170187,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",63,300 or more,38,,10/1/12,9/30/13
F10087,170188,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",16,300 or more,26,,10/1/12,9/30/13
F100870,170190,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",53,300 or more,38,,10/1/12,9/30/13
F100871,170191,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",13,300 or more,38,,10/1/12,9/30/13
F100872,170194,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",34,300 or more,38,,10/1/12,9/30/13
F100873,170196,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",7,300 or more,38,,10/1/12,9/30/13
F100874,170197,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",59,300 or more,38,,10/1/12,9/30/13
F100875,170198,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",34,300 or more,38,,10/1/12,9/30/13
F100876,170199,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",75,300 or more,43,,10/1/12,9/30/13
F100877,170200,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",6,300 or more,43,,10/1/12,9/30/13
F100878,170203,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",19,300 or more,43,,10/1/12,9/30/13
F100879,171300,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",79,300 or more,43,,10/1/12,9/30/13
F10088,171301,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",23,300 or more,26,,10/1/12,9/30/13
F100880,171302,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",4,300 or more,43,,10/1/12,9/30/13
F100881,171304,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",17,300 or more,43,,10/1/12,9/30/13
F100882,171306,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,300 or more,43,,10/1/12,9/30/13
F100883,171307,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",4,300 or more,43,,10/1/12,9/30/13
F100884,171308,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",17,300 or more,43,,10/1/12,9/30/13
F100885,171310,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",73,300 or more,43,,10/1/12,9/30/13
F100886,171312,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",8,300 or more,43,,10/1/12,9/30/13
F100887,171313,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",19,300 or more,43,,10/1/12,9/30/13
F100888,171314,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",72,300 or more,43,,10/1/12,9/30/13
F100889,171315,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",8,300 or more,43,,10/1/12,9/30/13
F10089,171316,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",69,300 or more,26,,10/1/12,9/30/13
F100890,171317,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",20,300 or more,43,,10/1/12,9/30/13
F100891,171318,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",60,300 or more,43,,10/1/12,9/30/13
F100892,171319,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",20,300 or more,43,,10/1/12,9/30/13
F100893,171320,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",20,300 or more,43,,10/1/12,9/30/13
F100894,171321,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",16,300 or more,43,,10/1/12,9/30/13
F100895,171322,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",84,300 or more,43,,10/1/12,9/30/13
